client_id,purchase_date,purchase_amount,transaction_id,age,gender,region,traffic_source,last_visit_date,page_views,cart_adds
user_10,2023-03-08,30350,txn_10_3,62,Ж,Екатеринбург,Google Ads,2025-03-14,37,7
user_10,2024-08-17,46398,txn_10_4,62,Ж,Екатеринбург,Google Ads,2025-03-14,37,7
user_10,2024-07-16,34168,txn_10_5,62,Ж,Екатеринбург,Google Ads,2025-03-14,37,7
user_10,2023-05-13,47698,txn_10_6,62,Ж,Екатеринбург,Google Ads,2025-03-14,37,7
user_11,2023-03-05,37664,txn_11_1,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2023-01-19,7764,txn_11_2,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2024-06-06,21907,txn_11_3,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2023-03-05,42595,txn_11_4,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2023-08-15,32058,txn_11_5,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2025-02-18,17397,txn_11_6,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2023-03-17,43803,txn_11_7,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2023-07-08,41171,txn_11_8,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_11,2023-11-23,46348,txn_11_9,27,М,Казань,Поиск (organic),2025-03-12,14,6
user_12,2024-06-08,21561,txn_12_1,67,М,Казань,Google Ads,2025-03-15,24,9
user_12,2025-03-13,30268,txn_12_2,67,М,Казань,Google Ads,2025-03-15,24,9
user_12,2023-10-21,1077,txn_12_3,67,М,Казань,Google Ads,2025-03-15,24,9
user_12,2024-08-09,22755,txn_12_4,67,М,Казань,Google Ads,2025-03-15,24,9
user_12,2023-05-20,39538,txn_12_5,67,М,Казань,Google Ads,2025-03-15,24,9
user_12,2024-05-28,8665,txn_12_6,67,М,Казань,Google Ads,2025-03-15,24,9
user_13,2023-02-10,1192,txn_13_1,34,Ж,Москва,Google Ads,2025-03-25,10,4
user_13,2024-07-22,31178,txn_13_2,34,Ж,Москва,Google Ads,2025-03-25,10,4
user_13,2025-01-15,6438,txn_13_3,34,Ж,Москва,Google Ads,2025-03-25,10,4
user_13,2023-12-21,6896,txn_13_4,34,Ж,Москва,Google Ads,2025-03-25,10,4
user_13,2023-06-20,6918,txn_13_5,34,Ж,Москва,Google Ads,2025-03-25,10,4
user_13,2024-12-29,15727,txn_13_6,34,Ж,Москва,Google Ads,2025-03-25,10,4
user_14,2024-06-21,36000,txn_14_1,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2023-01-22,12777,txn_14_2,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2024-03-21,5261,txn_14_3,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2023-03-20,40177,txn_14_4,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2024-04-11,47873,txn_14_5,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2025-02-16,21186,txn_14_6,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2023-10-09,17096,txn_14_7,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2024-06-16,49447,txn_14_8,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2024-05-29,49082,txn_14_9,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_14,2023-01-04,45402,txn_14_10,65,Ж,Казань,Поиск (organic),2025-03-23,26,3
user_15,2023-04-24,7943,txn_15_1,67,М,Москва,ВКонтакте,2025-03-29,9,1
user_15,2024-10-19,38375,txn_15_2,67,М,Москва,ВКонтакте,2025-03-29,9,1
user_15,2024-02-17,2340,txn_15_3,67,М,Москва,ВКонтакте,2025-03-29,9,1
user_16,2023-02-01,14344,txn_16_1,31,М,Казань,Яндекс.Директ,2025-03-09,44,4
user_16,2023-04-28,6233,txn_16_2,31,М,Казань,Яндекс.Директ,2025-03-09,44,4
user_16,2023-03-01,39393,txn_16_3,31,М,Казань,Яндекс.Директ,2025-03-09,44,4
user_16,2023-06-25,43298,txn_16_4,31,М,Казань,Яндекс.Директ,2025-03-09,44,4
user_16,2024-09-07,49715,txn_16_5,31,М,Казань,Яндекс.Директ,2025-03-09,44,4
user_17,2023-08-14,45264,txn_17_1,22,Ж,Новосибирск,Google Ads,2025-03-31,11,7
user_17,2023-11-25,16759,txn_17_2,22,Ж,Новосибирск,Google Ads,2025-03-31,11,7
user_18,2024-01-31,45682,txn_18_1,37,Ж,Екатеринбург,ВКонтакте,2025-03-25,47,9
user_18,2024-06-27,14426,txn_18_2,37,Ж,Екатеринбург,ВКонтакте,2025-03-25,47,9
user_18,2024-08-17,7372,txn_18_3,37,Ж,Екатеринбург,ВКонтакте,2025-03-25,47,9
user_19,2023-01-19,13118,txn_19_1,50,Ж,Екатеринбург,Google Ads,2025-03-16,27,5
user_19,2024-01-19,4151,txn_19_2,50,Ж,Екатеринбург,Google Ads,2025-03-16,27,5
user_19,2023-10-27,35182,txn_19_3,50,Ж,Екатеринбург,Google Ads,2025-03-16,27,5
user_20,2024-04-24,14536,txn_20_1,54,М,Новосибирск,Поиск (organic),2025-03-17,47,8
user_21,2025-02-04,28032,txn_21_1,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_21,2024-03-03,5129,txn_21_2,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_21,2024-07-13,2176,txn_21_3,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_21,2024-03-20,24781,txn_21_4,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_21,2024-03-06,4518,txn_21_5,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_21,2023-01-04,23162,txn_21_6,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_21,2025-02-17,33441,txn_21_7,62,Ж,Екатеринбург,Email-рассылка,2025-03-21,49,0
user_22,2025-01-11,1256,txn_22_1,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2023-02-02,5923,txn_22_2,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2023-01-24,45671,txn_22_3,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2024-10-17,2030,txn_22_4,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2023-01-16,2436,txn_22_5,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2024-11-02,45922,txn_22_6,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2023-05-02,14925,txn_22_7,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2023-10-11,28867,txn_22_8,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_22,2023-11-11,46712,txn_22_9,57,Ж,Москва,Яндекс.Директ,2025-03-12,36,7
user_23,2023-11-02,37172,txn_23_1,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_23,2024-10-10,22493,txn_23_2,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_23,2024-12-13,19485,txn_23_3,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_23,2023-06-11,34005,txn_23_4,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_23,2024-04-06,5401,txn_23_5,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_23,2025-01-10,10900,txn_23_6,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_23,2023-12-12,22724,txn_23_7,20,М,Новосибирск,Яндекс.Директ,2025-03-24,11,0
user_24,2024-11-12,7702,txn_24_1,63,Ж,Новосибирск,Email-рассылка,2025-03-28,38,3
user_24,2023-10-20,48651,txn_24_2,63,Ж,Новосибирск,Email-рассылка,2025-03-28,38,3
user_24,2025-02-21,16363,txn_24_3,63,Ж,Новосибирск,Email-рассылка,2025-03-28,38,3
user_24,2023-06-23,32781,txn_24_4,63,Ж,Новосибирск,Email-рассылка,2025-03-28,38,3
user_24,2023-08-05,14988,txn_24_5,63,Ж,Новосибирск,Email-рассылка,2025-03-28,38,3
user_25,2024-10-26,45077,txn_25_1,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2024-06-27,20446,txn_25_2,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2023-09-17,35829,txn_25_3,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2023-10-25,14275,txn_25_4,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2024-04-27,36369,txn_25_5,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2024-04-18,42430,txn_25_6,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2025-03-20,14808,txn_25_7,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2023-03-24,35095,txn_25_8,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_25,2024-08-19,12045,txn_25_9,58,Ж,Казань,Email-рассылка,2025-03-28,22,8
user_26,2023-07-04,34459,txn_26_1,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2025-03-30,30395,txn_26_2,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2023-07-31,26742,txn_26_3,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2023-02-18,16496,txn_26_4,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2024-11-09,7251,txn_26_5,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2023-08-04,16100,txn_26_6,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2023-09-09,10603,txn_26_7,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2024-10-20,38189,txn_26_8,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2023-01-05,15179,txn_26_9,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_26,2025-01-10,15464,txn_26_10,52,Ж,Новосибирск,ВКонтакте,2025-04-03,19,0
user_27,2024-06-04,32789,txn_27_1,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-11-01,39314,txn_27_2,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-12-08,6033,txn_27_3,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-02-07,28222,txn_27_4,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-12-12,23134,txn_27_5,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-05-11,29916,txn_27_6,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-05-17,45318,txn_27_7,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2024-10-29,13786,txn_27_8,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-06-23,41719,txn_27_9,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_27,2023-05-15,30742,txn_27_10,33,М,Санкт-Петербург,Поиск (organic),2025-04-01,39,2
user_28,2023-07-15,16947,txn_28_1,23,М,Москва,Google Ads,2025-03-22,5,10
user_28,2023-11-08,8177,txn_28_2,23,М,Москва,Google Ads,2025-03-22,5,10
user_28,2024-07-06,1297,txn_28_3,23,М,Москва,Google Ads,2025-03-22,5,10
user_28,2023-12-02,18977,txn_28_4,23,М,Москва,Google Ads,2025-03-22,5,10
user_28,2024-02-28,11976,txn_28_5,23,М,Москва,Google Ads,2025-03-22,5,10
user_28,2023-09-09,11547,txn_28_6,23,М,Москва,Google Ads,2025-03-22,5,10
user_29,2023-01-28,11210,txn_29_1,22,М,Новосибирск,Email-рассылка,2025-03-23,10,9
user_29,2024-09-04,42494,txn_29_2,22,М,Новосибирск,Email-рассылка,2025-03-23,10,9
user_29,2024-02-28,15106,txn_29_3,22,М,Новосибирск,Email-рассылка,2025-03-23,10,9
user_29,2025-02-25,13151,txn_29_4,22,М,Новосибирск,Email-рассылка,2025-03-23,10,9
user_29,2024-06-21,4147,txn_29_5,22,М,Новосибирск,Email-рассылка,2025-03-23,10,9
user_29,2024-04-06,8117,txn_29_6,22,М,Новосибирск,Email-рассылка,2025-03-23,10,9
user_30,2025-01-10,2269,txn_30_1,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2023-01-17,46241,txn_30_2,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2023-07-31,8989,txn_30_3,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2024-07-29,47181,txn_30_4,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2024-02-24,45426,txn_30_5,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2023-07-06,39020,txn_30_6,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2023-08-19,5860,txn_30_7,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2024-11-25,30706,txn_30_8,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2024-06-06,1840,txn_30_9,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_30,2024-06-01,14155,txn_30_10,42,Ж,Новосибирск,Google Ads,2025-03-15,47,7
user_31,2023-06-06,33340,txn_31_1,65,М,Москва,Google Ads,2025-04-06,33,7
user_31,2023-12-09,27792,txn_31_2,65,М,Москва,Google Ads,2025-04-06,33,7
user_31,2023-02-09,2871,txn_31_3,65,М,Москва,Google Ads,2025-04-06,33,7
user_31,2023-07-23,32138,txn_31_4,65,М,Москва,Google Ads,2025-04-06,33,7
user_32,2024-05-12,36991,txn_32_1,45,Ж,Екатеринбург,ВКонтакте,2025-03-12,27,5
user_32,2024-06-27,48134,txn_32_2,45,Ж,Екатеринбург,ВКонтакте,2025-03-12,27,5
user_32,2024-06-24,42892,txn_32_3,45,Ж,Екатеринбург,ВКонтакте,2025-03-12,27,5
user_33,2025-01-04,3706,txn_33_1,56,М,Санкт-Петербург,ВКонтакте,2025-03-26,18,0
user_33,2023-03-23,45445,txn_33_2,56,М,Санкт-Петербург,ВКонтакте,2025-03-26,18,0
user_33,2024-05-30,42060,txn_33_3,56,М,Санкт-Петербург,ВКонтакте,2025-03-26,18,0
user_33,2024-06-15,32708,txn_33_4,56,М,Санкт-Петербург,ВКонтакте,2025-03-26,18,0
user_33,2024-03-30,3126,txn_33_5,56,М,Санкт-Петербург,ВКонтакте,2025-03-26,18,0
user_33,2024-06-30,19561,txn_33_6,56,М,Санкт-Петербург,ВКонтакте,2025-03-26,18,0
user_34,2023-11-22,27344,txn_34_1,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_34,2025-03-27,28232,txn_34_2,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_34,2023-03-25,4524,txn_34_3,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_34,2023-09-25,39121,txn_34_4,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_34,2025-01-14,4747,txn_34_5,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_34,2025-01-16,29428,txn_34_6,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_34,2024-10-28,42308,txn_34_7,60,М,Москва,Email-рассылка,2025-04-01,14,0
user_35,2023-06-04,45620,txn_35_1,52,М,Москва,Поиск (organic),2025-04-05,5,5
user_35,2024-02-15,23870,txn_35_2,52,М,Москва,Поиск (organic),2025-04-05,5,5
user_35,2024-04-10,15429,txn_35_3,52,М,Москва,Поиск (organic),2025-04-05,5,5
user_35,2024-11-12,10761,txn_35_4,52,М,Москва,Поиск (organic),2025-04-05,5,5
user_35,2025-03-12,2085,txn_35_5,52,М,Москва,Поиск (organic),2025-04-05,5,5
user_35,2023-07-02,24979,txn_35_6,52,М,Москва,Поиск (organic),2025-04-05,5,5
user_36,2024-11-15,17484,txn_36_1,46,М,Казань,Email-рассылка,2025-03-21,37,4
user_36,2024-03-04,48509,txn_36_2,46,М,Казань,Email-рассылка,2025-03-21,37,4
user_36,2024-10-31,36643,txn_36_3,46,М,Казань,Email-рассылка,2025-03-21,37,4
user_37,2024-10-25,7231,txn_37_1,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2024-04-23,7122,txn_37_2,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2023-07-05,36007,txn_37_3,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2024-04-17,14867,txn_37_4,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2023-06-18,38363,txn_37_5,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2024-06-28,19386,txn_37_6,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2024-02-26,16086,txn_37_7,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2024-07-10,26675,txn_37_8,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_37,2025-03-06,37665,txn_37_9,27,Ж,Санкт-Петербург,Google Ads,2025-03-12,43,4
user_38,2024-08-21,39947,txn_38_1,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2024-08-15,49314,txn_38_2,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2024-11-02,21356,txn_38_3,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2023-06-29,20441,txn_38_4,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2023-05-26,10434,txn_38_5,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2024-08-10,30576,txn_38_6,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2024-06-13,15196,txn_38_7,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2023-05-12,34025,txn_38_8,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_38,2024-05-18,17739,txn_38_9,44,М,Новосибирск,Email-рассылка,2025-03-15,4,9
user_40,2023-03-07,36218,txn_40_1,51,Ж,Санкт-Петербург,Google Ads,2025-03-19,7,0
user_40,2023-04-11,11819,txn_40_2,51,Ж,Санкт-Петербург,Google Ads,2025-03-19,7,0
user_40,2023-06-13,14209,txn_40_3,51,Ж,Санкт-Петербург,Google Ads,2025-03-19,7,0
user_41,2023-04-14,23574,txn_41_1,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2024-06-15,12092,txn_41_2,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2024-10-23,3849,txn_41_3,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2023-03-26,47763,txn_41_4,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2025-03-23,14115,txn_41_5,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2025-01-03,7057,txn_41_6,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2025-03-07,10646,txn_41_7,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2024-02-22,15540,txn_41_8,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_41,2025-01-19,4832,txn_41_9,50,Ж,Новосибирск,Google Ads,2025-03-25,28,4
user_42,2025-02-14,26639,txn_42_1,48,Ж,Новосибирск,Google Ads,2025-03-16,31,6
user_42,2023-08-04,32342,txn_42_2,48,Ж,Новосибирск,Google Ads,2025-03-16,31,6
user_42,2024-01-27,30970,txn_42_3,48,Ж,Новосибирск,Google Ads,2025-03-16,31,6
user_43,2023-04-02,18584,txn_43_1,70,Ж,Екатеринбург,ВКонтакте,2025-03-28,17,10
user_43,2023-07-04,25496,txn_43_2,70,Ж,Екатеринбург,ВКонтакте,2025-03-28,17,10
user_43,2024-02-14,48435,txn_43_3,70,Ж,Екатеринбург,ВКонтакте,2025-03-28,17,10
user_43,2023-11-04,37458,txn_43_4,70,Ж,Екатеринбург,ВКонтакте,2025-03-28,17,10
user_43,2024-12-03,7955,txn_43_5,70,Ж,Екатеринбург,ВКонтакте,2025-03-28,17,10
user_43,2024-06-08,22552,txn_43_6,70,Ж,Екатеринбург,ВКонтакте,2025-03-28,17,10
user_45,2023-12-19,6468,txn_45_1,43,М,Новосибирск,Яндекс.Директ,2025-03-10,38,10
user_45,2024-01-01,10135,txn_45_2,43,М,Новосибирск,Яндекс.Директ,2025-03-10,38,10
user_45,2024-01-17,9209,txn_45_3,43,М,Новосибирск,Яндекс.Директ,2025-03-10,38,10
user_45,2024-02-04,27385,txn_45_4,43,М,Новосибирск,Яндекс.Директ,2025-03-10,38,10
user_46,2023-10-28,34252,txn_46_1,42,Ж,Москва,Google Ads,2025-03-21,22,8
user_46,2023-03-26,43428,txn_46_2,42,Ж,Москва,Google Ads,2025-03-21,22,8
user_46,2024-11-28,6967,txn_46_3,42,Ж,Москва,Google Ads,2025-03-21,22,8
user_46,2023-11-06,43637,txn_46_4,42,Ж,Москва,Google Ads,2025-03-21,22,8
user_46,2024-02-15,41406,txn_46_5,42,Ж,Москва,Google Ads,2025-03-21,22,8
user_46,2023-04-16,10839,txn_46_6,42,Ж,Москва,Google Ads,2025-03-21,22,8
user_47,2023-06-27,26440,txn_47_1,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2024-06-21,30662,txn_47_2,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2025-03-19,838,txn_47_3,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2023-12-20,31935,txn_47_4,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2024-02-29,13592,txn_47_5,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2023-05-12,9630,txn_47_6,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2024-01-27,31677,txn_47_7,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_47,2024-05-07,21925,txn_47_8,19,М,Новосибирск,Яндекс.Директ,2025-03-12,11,7
user_48,2023-08-09,15426,txn_48_1,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2024-10-09,15509,txn_48_2,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2024-10-02,1466,txn_48_3,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2024-05-13,27206,txn_48_4,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2024-11-24,17329,txn_48_5,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2024-05-24,39194,txn_48_6,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2025-03-09,42174,txn_48_7,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2023-10-01,45571,txn_48_8,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_48,2024-10-20,29819,txn_48_9,42,Ж,Новосибирск,Поиск (organic),2025-03-14,11,2
user_49,2023-08-26,37242,txn_49_1,36,М,Екатеринбург,ВКонтакте,2025-03-22,16,0
